system,query_id,game,aspect,metric,relevance_type,score
bm25,S05,Titanfall 2,story,ndcg@10,aspect,0.9384745935215792
bm25,S06,Cyberpunk 2077,story,ndcg@10,aspect,0.9971876401972103
bm25,S06,Elden Ring,story,ndcg@10,aspect,0.8591935539386371
bm25,S06,Forza Horizon 5,story,ndcg@10,aspect,0.9838048780283076
bm25,S06,Hades,story,ndcg@10,aspect,1.0
bm25,S06,Stardew Valley,story,ndcg@10,aspect,0.6718536598421433
bm25,S06,Titanfall 2,story,ndcg@10,aspect,0.8328978515038054
bm25,S07,Cyberpunk 2077,story,ndcg@10,aspect,1.0
bm25,S07,Elden Ring,story,ndcg@10,aspect,0.9752652438087495
bm25,S07,Forza Horizon 5,story,ndcg@10,aspect,0.9971876401972103
bm25,S07,Hades,story,ndcg@10,aspect,0.9842184869190973
bm25,S07,Stardew Valley,story,ndcg@10,aspect,0.961701088650451
bm25,S07,Titanfall 2,story,ndcg@10,aspect,1.0
bm25,T01,Cyberpunk 2077,controls,ndcg@10,aspect,1.0
bm25,T01,Elden Ring,controls,ndcg@10,aspect,1.0
bm25,T01,Forza Horizon 5,controls,ndcg@10,aspect,1.0
bm25,T01,Hades,controls,ndcg@10,aspect,0.9895948844467957
bm25,T01,Stardew Valley,controls,ndcg@10,aspect,1.0
bm25,T01,Titanfall 2,controls,ndcg@10,aspect,1.0
bm25,T02,Cyberpunk 2077,controls,ndcg@10,aspect,0.3706656904013186
bm25,T02,Elden Ring,controls,ndcg@10,aspect,0.7945039219825195
bm25,T02,Forza Horizon 5,controls,ndcg@10,aspect,1.0
bm25,T02,Hades,controls,ndcg@10,aspect,0.9176551163528843
bm25,T02,Stardew Valley,controls,ndcg@10,aspect,0.43067655807339306
bm25,T02,Titanfall 2,controls,ndcg@10,aspect,0.9669850519151656
bm25,T03,Cyberpunk 2077,controls,ndcg@10,aspect,0.7678329270936477
bm25,T03,Elden Ring,controls,ndcg@10,aspect,0.9279641043683683
bm25,T03,Forza Horizon 5,controls,ndcg@10,aspect,0.9560094522876518
bm25,T03,Hades,controls,ndcg@10,aspect,0.5883300173403988
bm25,T03,Stardew Valley,controls,ndcg@10,aspect,0.4860089900278708
bm25,T03,Titanfall 2,controls,ndcg@10,aspect,0.7977228895450266
bm25,T04,Cyberpunk 2077,controls,ndcg@10,aspect,1.0
bm25,T04,Elden Ring,controls,ndcg@10,aspect,0.9895948844467957
bm25,T04,Forza Horizon 5,controls,ndcg@10,aspect,1.0
bm25,T04,Hades,controls,ndcg@10,aspect,0.9895948844467957
bm25,T04,Stardew Valley,controls,ndcg@10,aspect,1.0
bm25,T04,Titanfall 2,controls,ndcg@10,aspect,1.0
bm25,T05,Cyberpunk 2077,controls,ndcg@10,aspect,0.9937947856332163
bm25,T05,Elden Ring,controls,ndcg@10,aspect,0.9895948844467957
bm25,T05,Forza Horizon 5,controls,ndcg@10,aspect,0.9895948844467957
bm25,T05,Hades,controls,ndcg@10,aspect,0.9613085758737654
bm25,T05,Stardew Valley,controls,ndcg@10,aspect,0.9504206262110482
bm25,T05,Titanfall 2,controls,ndcg@10,aspect,1.0
bm25,T06,Cyberpunk 2077,controls,ndcg@10,aspect,0.7529716549381368
bm25,T06,Elden Ring,controls,ndcg@10,aspect,0.9937947856332163
bm25,T06,Forza Horizon 5,controls,ndcg@10,aspect,0.9459073824327566
bm25,T06,Hades,controls,ndcg@10,aspect,0.975788054854922
bm25,T06,Stardew Valley,controls,ndcg@10,aspect,0.6980646980039836
bm25,T06,Titanfall 2,controls,ndcg@10,aspect,0.9199753853803092
bm25,T07,Cyberpunk 2077,controls,ndcg@10,aspect,0.0
bm25,T07,Elden Ring,controls,ndcg@10,aspect,0.5508095940041026
bm25,T07,Forza Horizon 5,controls,ndcg@10,aspect,0.8900174613068491
bm25,T07,Hades,controls,ndcg@10,aspect,0.38685280723454163
bm25,T07,Stardew Valley,controls,ndcg@10,aspect,0.6710022092790502
bm25,T07,Titanfall 2,controls,ndcg@10,aspect,0.4967432029864876
