review_id,game,review_text,aspect_labels
1245620_225846265,Elden Ring,"THE CRITICALLY ACCLAIMED FANTASY ACTION RPG yes, indeed, yes it is. And yet I don't understand how From can feel in any way shape or form, justified in saying ""THe game doesn't run like a hand-puppet show, it's the bloody mouse software."" Well look, I have no mouse software, and even the puppet show is smoother then this awful mess. How does it after all these years, not have shader compilation? How is it that any bloody effect popping up on the screen, practically stops the game? How can one area run like a dream and behind every second corner, it suddenly runs like a fluid simulation? I just... I don't get it. You can fool yourselves From. And you clearly forever will. It's been too many games. And you never change. And it's just a travesty. Honestly I know no one will ever read this. But damn get it together. I wanna love this game. But it is a game. And a game has to be playable. And not just barely. Properly. There's nothing like this game. And it will be apparently forever tainted by excuses, hubris, maybe bureaucracy, I don't know. I'm just sad and frustrated. Why are you like this.",graphics
1145360_217072726,Hades,"Great gameplay. Perfect for a controller. Designed to be highly replayable. I did like 100 runs before I got bored and I'd say each one takes like 10 to 30 mins. Great value if you get it on sale for like $3. My only complaint is that there's no reason for Aphrodite to be naked (with hair flowing down ""tastefully"" covering her). This would be a great game for all ages if not for that. Seems like you'd sell more copies too. Just put some clothes on her and bam, E for everyone, and I can buy a copy for my nephews.",controls
413150_225872577,Stardew Valley,"This might be the best game of all time. I've played it on Mobile, PS4, Nintendo Switch, and now this; and it's always maintained its creativity and excitement. (Let's not forget at this point I have 800+ hours in the game) 9 1/2 / 10",other
1245620_219865075,Elden Ring,"At first it made me mad so it sat in my library for a very long time. Recently I decided to actually try the game and force myself to understand that dying is okay, and now i am addicted. Help. People miss me....",other
1145360_223830504,Hades,"Satisfying controls and sound design, beautiful art, great voice acting, interesting progression, good story. Everything that makes a good game. If you like the genre, you'll like this. In fact, if you don't like the genre you might like it.",controls;graphics;story
413150_223825401,Stardew Valley,nice game pls let my girlfriend get the game for free she lost her account helppp if not then pretty mediocre game,other
1551360_205625291,Forza Horizon 5,"Great game, one of my all time favorites! Although, you will need a good internet connection! I have 1 GB and it still freezes sometimes.",other
1145360_215643050,Hades,"Such a great game! The story is interesting, artwork is fantastic, and what I personally like the most is probably how much effort seems to have been put in the dialogue with characters. It seems like there's constantly new dialogue, which keeps the interactions interesting - I still read/listen to all of them! Even after possible failed escape attempts, it doesn't feel like I get stuck in place with progress, since the dialogue seems to adapt to failures and successes. Also you get to pet Cerberus!!",story
1091500_221894773,Cyberpunk 2077,"god i love this game, thank god i didn't fall for the prelaunch hype you can fix bugs, but not a bad story, and this game has a GREAT story.",story
1091500_225040194,Cyberpunk 2077,"I love this game really, very few bugs in the 100+ hours I invested into it. My hardware is limited but it managed to get 60+ FPS in Hight settings and it still looked beautiful.",graphics
1245620_221566869,Elden Ring,"I always come back to the Lands Between. Finished the game solo, multiple times via co-op and even started some runs with randomizer and weapon mods. Game's a masterpiece.",other
1145360_222754078,Hades,"This game makes me horny, it makes me moan all the time (classically screaming). 10/10 experience for my emotional stakes.",other
1091500_220683834,Cyberpunk 2077,"(A few hundred hours through GOG as well) One of the best open world RPG's ever made. Yes it launched in a bad state. But today, that's irrelevant. Today it's amazing. Story and more importantly great characters. Those are the reasons I play games, and this game does it best. Biggest negatives in this game are things that are not as good as GTA. Well GTA is literally the best in the world at those things. And I don't care that the cops are not as good as GTA. That's irrelevant to me. Which, for me means I actually come back to play this game multiple times unlike GTA.",story
1145360_206527605,Hades,"Nobody reads my reviews anyway. I'll throw in a recipe for Varenyky. Recipe for Potato Dumplings (Varenyky) Ingredients: For the dough: Wheat flour ¨C 500 g Water ¨C 200 ml Egg ¨C 1 Salt ¨C 1 tsp For the filling: Potatoes ¨C 1 kg Onions ¨C 2 Lard or butter ¨C 50 g Salt ¨C to taste Ground black pepper ¨C to taste Preparation steps: Making the dough: Sifting the flour: Sift the flour into a large bowl. Making the dough: Add salt and the egg to the flour. Gradually pour in the water, constantly stirring. Knead the dough until it becomes smooth and elastic. Resting the dough: Wrap the dough in plastic wrap or cover it with a towel and let it rest for 30 minutes. Preparing the filling: Boiling the potatoes: Peel the potatoes, cut them into large pieces, and boil until tender in salted water. Preparing the onions: While the potatoes are boiling, finely chop the onions. Saut¨¦ the onions in lard or butter until golden brown. Making the potato puree: Drain the potatoes and mash them. Add the saut¨¦ed onions, salt, and pepper to taste, and mix well. Forming the dumplings: Rolling out the dough: Roll out the dough into a thin sheet about 2-3 mm thick. Use a glass or cutter to cut out circles approximately 7-8 cm in diameter. Forming the dumplings: Place a spoonful of potato filling on each circle of dough. Fold the dough in half and pinch the edges tightly to seal the dumplings. Cooking the dumplings: Boiling water: Bring a large pot of water to a boil, add salt. Cooking the dumplings: Gently drop the dumplings into the boiling water, stirring carefully to prevent sticking. Cook until done (approximately 5-7 minutes after they float to the surface). Serving: Removing the dumplings: Remove the dumplings with a slotted spoon and place them on a plate. Serving: Serve the dumplings hot, optionally drizzling with melted butter, sour cream, or saut¨¦ed onions. Enjoy your meal!",other
413150_221621602,Stardew Valley,"I have dedicated more time to this game than to any other venture or pursuit in my real life - all I have known and will ever know is Stardew Valley. Stardew Valley consumes my every waking hour, my every conscious and unconscious thought is filled with nothing but Stardew Valley. Stardew Valley is love, Stardew Valley is life. 10/10 will play again.",other
1551360_225062235,Forza Horizon 5,8/10. Pros: -Really good collection of cars -Map is fun to drive around -Never gets boring -Excellent graphics Cons:- -FIle size at 150gb is way too big -Could have had a better story mode and more immersive races,graphics;story
1551360_205579051,Forza Horizon 5,"Literally couldn't log into the game. No matter what stupid ??????? workarounds or fixes I tried, would not sign in. Everytime I would click my Microsoft account it would make NO attempt to actually log me in, and just loop back to the screen where I choose my account. Spamming this would just bring up an error telling me to try again later. Waste of my money, storage space, and time.",controls;price
413150_222430944,Stardew Valley,"I bought this game on one occasion and thought it was boring, but I tried it a second time and it was awesome. The game is simply godlike ¡ª it¡¯s like cocaine. I¡¯ve played around 50 hours, and I bought it just a week ago.",other
1551360_198052895,Forza Horizon 5,"i've played 44 hours and still only have 1 speed zone, 1 danger sign, and 0 drift zones. it takes forever for things like street racing the npcs to load, it takes forever for the game to load, and it's not as beautiful as forza 4. also no one races on the highway, and it lags on the highway at high speeds like above 260mph it will stop my car completely while the environment loads.",graphics
1091500_222777836,Cyberpunk 2077,"game runs well, ok FPS/slasher gameplay pretty fun but takes itself waaaaaaaaaaaaaaaay too seriously and as a result i have fallen asleep whilst trying to skip endless dialogue multiple times. I find the ""loot"" in this game particularly OCD inducing while also being functionally useless. No 3rd person is also insane considering how much time was spent on clothes. kinda just a weird game. i would recommend just focusing on the FPS/slashing gameplay, the netrunning cyberdeck stuff is cool at first but quite boring and OP. ignore all the loot/rpg elements, max out movement+double jump, and its pretty funny until endless dialogue appears.",combat;story;controls
413150_223951704,Stardew Valley,"this game is amazing, its boring for the first 30 minuats then gets really fun.100 percent worth the 15 bucks, would buy it even for 50. Would buy again and again.",price
413150_223250241,Stardew Valley,I have played for 7 hours. it is very confusing on what to do. And it is very hard. Spring is almost over and I've barely done any of the tasks I am supposed to because I have no money. But still I guess it is peaceful and mind numbing which is what I need.,controls
1091500_221601344,Cyberpunk 2077,60h gameplay = 30h cutscenes Like mass effect 3 with bad storyline. Good graphics. Much balanced for normal PC. Loads 3 times before starting. highly recommended on discount https://steamcommunity.com/sharedfiles/filedetails/?id=3691528336,story;graphics
1091500_220670202,Cyberpunk 2077,"Got the best ending with Panam after completing the DLC. Story was good. Killed Adam Smasher with Johnny's pistol. Sided with songbird in the beginning but sided with Reed to save Alex and get the good ending. Almost maxed out my stats. Completed the story 100%. Completed all the side gigs, races and quests in the main story as well as the DLC. Good game but doesn't even come close to Witcher 3 from CD Projekt Red.",story
1237970_209823597,Titanfall 2,I primarily play the campaign and Frontier Defense because I have a hard time keeping up with the other players in PvP gamemodes. Overall a fantastic game!,combat
1091500_222072367,Cyberpunk 2077,Keanu Reeves performance is the best performance of his career. im not kidding either. I have this running at 85 fps on high settings on asus rog ally z1 extreme handheld with a external gpu,story;graphics
1145360_223981643,Hades,"Hades is a great game full of interesting lore and a unique take on Greek Mythology. Play as Zagreus (Prince of the Underworld and Son of Hades) as he tries time and time again to break out of the Underworld and uncover his family's secrets. With the help of Olympus, your friends, and a variety of weapons, blaze your path through the layers of the Underworld until you reach the top!",story;combat
1245620_226090934,Elden Ring,"Man nothing I'm gonna say in this review is gonna be new at this point. The game is fire, everyone knows it, give it a go.",other
1145360_215548365,Hades,"It's one of those games I come back to like it's no problem even if I haven't played anything for a month. I get into it quickly, I have no problems remembering the stroyline, and every run always feels different. The artstyle was the thing drew me in, but the gameplay made me stay, although it was my first roguelite and I wasn't sure if I'd like it. I did.",story;graphics
1091500_220777364,Cyberpunk 2077,"Theres a lot to do, a lot to explore, a lot of ways to play, hidden gems and overall really fun!",other
1145360_225744842,Hades,"10/10 I first played Hades when it was in Early Access, and I really liked what I saw back then, but, for external reasons, I ended up leaving the game behind and never really played it again, even though I'd seen the game getting massively positive reviews everywhere (well, of course, the game really IS everything people say it is). This year, I decided to return to Hades with getting 100% completion in mind, since I really wanted to play Hades II, and I wouldn't play it without completing everything in Hades first, so my journey began; The thing is, there is nothing special about my ¡°journey¡± playing Hades, nothing too different from the majority of players' experiences, but the ¡°conventional¡± experience was already enough to make it a blast. I've played a lot of roguelikes in my life (and still do, by the way; it's by far my favorite genre out there), and Hades is easily tied for first place with The Binding of Isaac. I'm not really trying to compare them, but I genuinely can't say one is better than the other, since both are 10/10 in their own ways. The game is just too good. The story itself is phenomenal, and the way it blends with the roguelike genre is also just chef's kiss. There isn't a single character that I didn't end up liking lol. The gameplay itself is also on another level. In my first ten hours I thought the weapons and boons weren't that many but after 70 hours, I can confidently say: there really are that many. It's not that there are a lot of weapons or a massive amount of boons (power-ups) to choose from, but they blend so well with each other and make the gameplay feel so different from before that it's completely worth it. Also, about the story, there's something really cool: the game could technically end earlier if you don't want to spend that much time on it (though I honestly don't know why you wouldn't). The game basically has ¡°two endings¡±; the first one starts the credits scene and you could say that's the end of the story if you want, but after that there is the ¡°post-credits¡± section where you can keep playing and the story basically keeps moving forward, more than doubling your playtime. The thing is, if you want to stop there or take a break from the game, you won't really be missing much, at least not nearly as much as if you stopped before the climax, I mean. As someone who deeply loves the roguelike genre, I feel SO happy that Hades exists. As I've said before, to me, Hades is just on another level compared to most other games in the genre. The story is fantastic. The gameplay is some of the most addictive and enjoyable out there. The voice acting and performances of all the characters are more than just on point: it's honestly absurd how good they are. And I WON'T even start talking about the OST, or else I'll never stop (It's also chef's kiss, who would've thought?) Truly a masterpiece. - a fellow Dusa fan",story;combat
1237970_215556148,Titanfall 2,"I can see why so many people regard this as one of the best FPS games out there, the ideas and innovation of it's time is something else. Sadly - no multiplayer connectivity for a long time now. Still, it was fun while it lasted. You need to experience this for yourself. Trust me.",combat
1245620_219169293,Elden Ring,Love this game but it is unplayable right now. Get frequent freezes during gameplay that makes it impossible to enjoy this game,graphics
1145360_222293711,Hades,One of my favorite games of all time. They is just something so captivating about the game and its art style that it just makes you want to beat it so bad and try a large number of combinations to achieve that goal. 10/10 would recommend to anyone that likes customization or dungeon crawlers.,graphics;combat
413150_223912825,Stardew Valley,"As a longtime Harvest Moon player, I did not expect to get this hooked! but Stardew Valley absolutely delivered. It captures that classic farming charm while adding so much more depth and freedom. The fishing mechanics are surprisingly fun, and I love how you can customize your farm buildings to really make everything feel your own. My only gripe is how big the map feels early on. it takes forever(in game) just to get from point A to B when youre starting out. Thankfully, it gets better later with warp totems and even a horse, which makes traveling much easier. I havent tried co-op yet, but Im really looking forward to playing with my sisters soon. Im almost 50 hours in and still in Year 1¡­ this game just keeps pulling you back in!",controls
1145360_226275119,Hades,"amazing rogue-like and I love rogue-likes, but if you love the game but suck at rogue-likes then this game also has a easy mode for you",combat
1237970_209594070,Titanfall 2,"Despite what is essentially abandonment from the devs, I've always enjoyed Titanfall 2. Game isn't filled to the brim with microtransactions, and with some days of grinding you can get everything in Multiplayer with Credits; the only things that require a purchase are cosmetics. I wish the game would get the attention it deserves from the devs, game's good.",price
1551360_213700831,Forza Horizon 5,"Forza Horizon 5 is an amazing game. The open world is beautiful, the driving feels smooth and fun, and the variety of cars and events keeps everything exciting. It¡¯s easy to enjoy but still has depth if you want it. Highly recommended for anyone who loves racing games or just wants a fun, relaxing experience.",graphics;controls
1237970_224474023,Titanfall 2,This game is more fun than most AAA FPS shooters. There still isn't a game out there like it . I hope they make a Titanfall 3 one day,combat
1145360_222588136,Hades,"Looks great, but just not fun to play, for me. I also didn't feel like I was progressing, it's all just very contained rearrangements of the same kind of screen. In the first hour anyway. May come back when I pick up the sequel on sale and see if I can tune in to why people dig this. I got on really well with Ruiner, which is similar and had much more split reviews.",graphics;combat;price
1091500_222981348,Cyberpunk 2077,"Great game. Fairly long but the ability to skip most dialogue when you want is nice, especially on subsequent playthroughs. Story was ok. Keanu and Idris were great. Looking forward to the next one",story
1145360_220203331,Hades,/h3 It's a good way to kill time when you have so much of it free. The graphics of this game are amazing and the controls are easy to remember. The interactives with the many characters inside tartarus as a whole are extremely entertaining,graphics;controls;story
1091500_220530536,Cyberpunk 2077,10/10 hands down of of the best game iv really ever played great story and one of the few games i felt for the chars fell in love with silverhands char chose to let him sacrifice himself for v and the one line that will haunt me is please dont forget me wel it said please remember me but it got to me i connected with the chars and i havent been this emmersed in a game in a long while good luck out there all of my chooms and newer chooms good luck,story
1145360_214132146,Hades,"I may have a problem here. I just can't stop playing this game. Don't get me started about how I thought the storyline was going to take a right and it made a hard left on a dime. Some of the best character development and support I have ever witnessed in a video game (the game does the work here, not the player). Anyway - I am hopelessly addicted. I have mastered this game to a broken level and I still want to keep playing. OI don't frequently post reviews on Steam, but a love/lust relationship in this game made me do it. I just purchased the sequel to this game, Hades II. It is not the same as the original, also not better than the original. Get Hades First. Both are on sale at the time I posted this review. Here's to a better new year ahead.",story;combat
1145360_223451027,Hades,"One of the best games I've ever played, I was hooked from the first 2 hours and I'm sure you will be too",other
1245620_218248214,Elden Ring,This game might make you angry but finally beating a boss that gets you enraged is like seeing the light at the end of the tunnel.,combat
1551360_214217009,Forza Horizon 5,"This game is an unoptomized, buggy MESS! The cutscenes are boring, long and they aren't skippable. Not even worth it during the winter sale at 50% off. Refunding this ???? game and never looking back",graphics;story;price
1245620_222890795,Elden Ring,"My first playthrough of Elden Ring was on the OG Xbox One which meant barely getting 30fps and 3 - 5 minute loading screens after failing bosses. Not to mention heavy rolling up to Godfrey, First Elden Lord (Golden Shade) until being saved by my friends informing me that I didn't have to do that. I say this because somehow the game was still 10/10 without even playing the damn thing correct and making it EVEN MORE difficult than I needed it to. I then beat Elden Ring (and a few NG+ runs), and I can confidently say it was one of the most rewarding experiences I've had completing a game. I shed a few tears because I didn't think I could do it, and it taught me an odd amount of patience. It is not perfect, and it certainly is not for everyone, but it is incredible, and I haven't played anything quite like it. My PC playthrough has been fun, the DLC is truly amazing (although I do have some complaints), and 60fps is like taking off ankle weights, but sadly stutter is a very real issue for this game, and that is something that should've been fixed long before now. Maybe it's just my pc though.",combat;graphics
413150_222538532,Stardew Valley,"I have this game on pretty much every platform, so to say I don't recommend this would be blasphemy on my part.",other
1091500_224101309,Cyberpunk 2077,"they fixed a lot of the bugs since release. it is one of my favorite games and i love it. it is a greatest shooter and has a lot of depth to its story, but buy it on sale i love it but i would not spend 60 bucks on it lol/",combat;story;price
1245620_222472217,Elden Ring,"I love the game so much, It really is a peace of art and that not just visually. The gameplay you are being offered is mind blowing and It is an experience that is not the same as in other souls games I have played. I would recommend this game to literally anyone, just because of the fact that you will learn to never give up, at least in videogames ._. mf",graphics;combat
1237970_208694489,Titanfall 2,"ABSOLUTELY one of if not the best fps games to ever exist, and one of my favorite campaigns in any game ever. The fluid gunplay and movement truly feel like a glass of water at 3 am. 5/5",combat;story
413150_225849404,Stardew Valley,"This game is top tier with a lot of things to do. it looks like a simple game, but the amount of content and things to do is exquisite. I didn't know anything about farming and still enjoy this game. The satisfaction this game gives you cannot be described in a Steam review. 10/10 Would recommend. -itjme",other
413150_223668556,Stardew Valley,"Unmodded or modded this game is a 10 out of 10! It's what I call a time waster, you start playing and soon you don't realize how much time you have put into it. The only thing wrong with this is the fishing....I hate the fishing! Other than that have spent way to many years of my life on this game!",controls
1091500_222812997,Cyberpunk 2077,Game started out ruff back in the day but it was loved by the devs and now its a great game in my humble opinion. Looting Shooting Fun,combat
413150_224084166,Stardew Valley,"a very good game, at first it may seem difficult but once you get the hang of it, it plays well I highly recommend it",gameplay;difficulty;recommendation
413150_220455865,Stardew Valley,"Got this game as way to pass the time during on-call shifts. In short time it became a go to game for rainy days, cold winter days, days sick etc. The short time commitment between auto saves made it ideal to start up and play a day or two.",relaxation;session_length;save_system
1145360_219260169,Hades,"Hades set up golden benchmark for rogue-lite games for good reasons. At the beginning I was very skeptical due its action genre that is not my usual cup of tea - and be honest I am also quite bad at it. But I still gave it a try... and than found how captivating it is. The story, the characters, the relations that develop and upgrade every run, alongside a rewarding meta progression system and different weapons... So I dived in. After initial runs and noob deaths I started improving and progress further and further. Started weapon upgrades, started discovering various skill combos and shaping character during the run alongside my clumsy reflexes... Took me 73 attempts for master everything enough to reach the game end.... but that was just another sort of beginning.. another 20-30 runs for true ending where you see eyour father from different light.. and after 137 runs I have finally unlocked all game achievements which come alongisde wraping all game stories (amazing at this point there are still new and new dialogues, but its starting to be bit too much for one game) Great experience, if some game should be evaluated as the best roguelite, it is Hades.",gameplay;story;characters;progression;weapons;difficulty;achievements;replayability
1145360_206861560,Hades,"I let him escape. He felt cold, saw a raising sun and met mother but bind to Hades for him is too strong ... so if you finished you know what happened next 😉",story;ending
1091500_225075458,Cyberpunk 2077,"I played Cyberpunk 2077 at launch on PC, and yeah, it was buggy. To be fair, my experience back then wasn't quite the disaster everyone made it out to be, and I still enjoyed my time with it. But compared to where the game is today, it just wasn't ready to ship. Between the 2.0 overhaul and Phantom Liberty, CD Projekt Red has turned this into the game it always should have been. Night City is still one of the most atmospheric open worlds ever built, the reworked systems finally feel right, and Phantom Liberty is easily one of the best expansions in years. If you bounced off it at launch, this is the time to come back.",performance;technical_issues;open_world;atmosphere;systems;dlc
1551360_203064100,Forza Horizon 5,"Wroom-wroom-wroom. U'll need to STUDY, yes [h1] STUDY [/h1] how to drive in FH5, but this game is fun, so, good luck!",driving_physics;learning_curve;fun
1091500_224918241,Cyberpunk 2077,"Please, if you can buy this game, i beg you to do it. I can’t put into words how good this game is. It is not perfect, the start was VERY rough, but in 2026, it is one of if not the best game you can play. Depends on what you like. -RPG elements : Not the most fleshed out, after all you are playing as your V and not a completely made-up character. Still, they’re very, very good. Also it‘s important to mention that this decision opened many great possibilities in the game development that otherwise wouldn’t be possible. -Combat : I would say a benchmark. The way you can customize your fighting style to what you want to do is ridiculous. Everyone can find their style. -Visuals, graphics : THE benchmark. Demanding, of course, but in 2026, doable. And stunning. The game is extremely beautiful. -The story, worldbuilding : This is the best part of the game by a longshot, and that’s saying something. The game treats you like a ♥♥♥♥♥♥♥ adult for once, and you go through so many difficult, nail-biting, decisions that genuinely make you question who you are as a person. Not only is it very entertaining and downright inspirational, but very believable as well. You genuinely feel like a part of the story that is happening, somewhere, not so far away. Overall, i have not played a better game in my life. And honestly? I’m pretty sure that if CDPR doesn’t knock it out the park with the Witcher 4 or project Orion, i’ll never will :)",rpg_systems;combat;graphics;story;worldbuilding;choices;performance
1245620_220606495,Elden Ring,"I like this game very fun, played it for a while when it came out but was too young and sucked at the game but coming back and playing it again has been an absolute blast",fun;difficulty;replayability
1145360_208113598,Hades,"Hades is everything a dungeon-crawler fan could want out of a game. Its gameplay loop is rewarding and interesting, it's simple enough that there's no skill barrier, it's complex enough that the repetition is a benefit and not a detriment.",gameplay_loop;accessibility;complexity;replayability
1145360_208934342,Hades,"This is hands down the best rogue-lite game I've ever played. The art style is so gorgeous (I want to eat it) and the story is very catchy and exciting. The interactions and dialogues are never once the same - which, mad props to the devs on that, usually the dialogues on every other game becomes pretty repetitive and I am amazed by the fact that this game is very well done in that regard (just like in almost every other way). I've only encountered one bug but it's not gameplay critical. The gameplay itself it's never the same either, making it more and more difficult it's what marks this game as the very best on it's gender. Kudos to the devs and if you haven't played this game yet, I encourage you to give it a try! I assure you, u won't be disappointed.",art_style;story;dialogue;bugs;gameplay_loop;difficulty;replayability
1237970_225801155,Titanfall 2,"That was probably the first time when I didn't expect the game to end so quickly. The only thing that I can say about the campaign - it was short, but great. It took only about 5 hours to complete it. There's something special about this product and its setting and history - something that Apex Legends lacks the most. It's sad to see what the series has turned into with all these inclusive characters with no story and development, a ton of skins and vibrant visuals. [b] In conclusion, I would strongly recommend giving it a go [/b]",campaign;story;length;setting;recommendation
1091500_224112593,Cyberpunk 2077,"Cyberpunk 2077 forced me to upgrade to an Alienware laptop. My previous one did not survive the experience. Thanks, CD Projekt Red. Now I get to live out my Rick Deckard dreams, just with worse decisions, more frame drops and less grape. 10/10 game.",performance;hardware_requirements;atmosphere;humor
1145360_214424825,Hades,ive played this game for over 200 hours on my switch and let me tall you it is WORTH THE MONEY,value;playtime;replayability
1551360_223665510,Forza Horizon 5,"250 Hours and loved every minute of it. Tons of cars, they feel different, lots of setup changes. People make really cool tracks. Runs Great. Sometimes i like just driving around not even doing missions. Already bought the next and hope it's as least as good.",car_selection;handling;tuning;custom_tracks;performance;open_world
1245620_218124253,Elden Ring,"I've playied it before, via no very paying ways, but since my friend got me this masterpiece. I am playing it everyday 24/7 for the last two weeks. Would i recommend it? I do not know yet, I haven't met Milennia yet, neither died several times and cuss at the devs for making such a hard boss.",value;addictiveness;difficulty;bosses
1551360_217788556,Forza Horizon 5,"If any of you are still on the fence about getting Forza Horizon 6, stop thinking and just go for it. Turn everything else off and dive in. If FH5 was the peak, then FH6 is a whole different dimension. The sound, the freedom, the graphics it’s simply the ultimate dream for any car enthusiast. To be honest? I’m incredibly jealous of everyone who already has their pre order locked in and is just waiting for the launch. For me, that feeling is going to have to wait a long time. Right now, my priorities are elsewhere I’m investing every single penny into my future and my projects, so FH6 had to take a backseat. The path to big things requires sacrifices, even if it breaks my heart a little. So, for those of you who have the chance: enjoy every meter of that asphalt for both of us. I’ll be over here sharpening my skills in FH5 and hoping that somehow, the road to FH6 opens up for me sooner than I expect. It’s a must play for anyone with even a drop of gasoline in their veins",sound;freedom;graphics;driving;car_culture;value
1091500_222366516,Cyberpunk 2077,"Easy top 3 best games of all time, Beaten several times on all platforms, platinumed on Playstation, all achievements on Xbox, and now playing through on pc, as well as some mods of course which are all really fun, Story is amazing, lore is amazing, Cyberpunk: Edgerunners is amazing. Love this game.",replayability;achievements;mods;story;lore
1237970_215208172,Titanfall 2,"This shooter has the best movement, a great campain story and the best multiplayer ive ever played. If only the creaters would realize.",movement;story;multiplayer;campaign
1551360_199073111,Forza Horizon 5,game fun very good i play 115 hour no sleep i very sleepy and very good that is a game,fun;playtime;addictiveness
1237970_216765805,Titanfall 2,This game is unlike anything i have ever played It's incredible too bad ea keeps ♥♥♥♥♥♥♥♥ itself and they keep destroying linux compatibility,uniqueness;technical_issues;linux_compatibility
413150_222422234,Stardew Valley,Undervalued game with great dynamics and friendly/chill atmosphere. Runs perfectly on Linux(Ubuntu and Arch!) with 2 controllers in co op-screen-sharing mode. Really just a perfect game,gameplay;atmosphere;performance;linux_compatibility;co_op
1145360_222067247,Hades,"So far, I've gotten all achievements in Hades. I've died many times, I've raged a bit fewer times. But I learnt to love the loop of trying again, and again, and again. The gameplay loop is addictive, the story is immaculate, the artstyle is perfection, the accessibility settings from what I've seen are well made, but what takes the cake is the VA work. The entire cast has killed it, through and through, the entire dev team was absolutely a well oiled machine to make such an amazing piece of art. Just as much praise as everything else, the OPTIMIZIATION of this game. OH MY GODS. If you have what today would be considered a low-end rig or laptop, you're good! While Hades might not have too many options to change visuals compared to other games, it doesn't need it. It is buttery smooth, and it ran perfectly on a family PC as old as dirt that was way, way worse than the laptop I have now (specs attached). All my praises to the coders that worked on this! A friend of mine gifted me Hades 2 not too long ago, and I've been grinding the rest of achievements in this game before touching the second, and Heavens it's been worth it. I will still keep playing, there's yet more to do, stories to listen to, and so, so many more times to die. Absolutely worth every cent, if it's on sale, get it immediately then get it for your friends that don't have it. Even if you don't like roguelikes and are only interested in a good story, there's an option to make the game way easier for you to enjoy the story basically on its own! Go escape the underworld, I seriously could not recommend it enough.",gameplay_loop;story;art_style;accessibility;voice_acting;performance;achievements;value
1237970_225251383,Titanfall 2,"Just buy it, trust me :) Finally taking the time to write a review. I picked up Titanfall 2 on sale a few years ago after wanting it since launch, and it’s honestly one of the best campaigns I’ve ever played. The gameplay is just awesome—everything feels so smooth. If you’re on the fence, I highly recommend buying it!",campaign;gameplay;controls;value;recommendation
1237970_221707689,Titanfall 2,Amazing game I first played it on Xbox then bought it on Playstation and now I bought it here and gifted it.,replayability;platforms;gifting
1551360_210226748,Forza Horizon 5,"Worse then 4 in almost every respect... The story sucks, you start as the champion which is just the worst writing right from the start. You have to first unlock most features of the game through missions that are just annoying, it's more point & click adventure then a racing game, with tons of unskippable cutscenes of exposition and wanna be cool banter. Then you want to do some racing, with every race early in the game you get a bunch of unlocks and more unskippable reward drop notifications for useless rewards that you then have to manually collect from various reward menus. Every time you finish a race the game is like ""Hey you have another mission to do!"" ""Go do this next!"" ""You gotta do this thing to unlock another thing!"" ""Don't forget to do this thing!"" pestering you... When you think you're going to drive your fav car that you customised to your liking, think again because you won't, these missions have set cars you have to drive while npcs and your character banter through the entire thing. The UI is also a step down from 4 which wasn't great to begin with, the UI in 5 is even more cluttered and annoying to navigate. What is actually good? Game looks good and runs smooth, Mexico has a lot of beautiful vistas, when it actually allows you to do some racing it's pretty decent. I assume that once you finish these starting missions the NPCs stop bothering you, at least I hope so...",story;progression;missions;cutscenes;rewards;ui;graphics;performance;map;racing
1551360_219735353,Forza Horizon 5,"fun engaging,rivals fun too alot of cars to collect wish there was progression like markers on the flag on what difficulty it was beaten (ai) novice/expert/highly skilled for better practise since u can reset the completion flag its hard to track :D",fun;car_collection;rivals;progression;ui
1245620_223697482,Elden Ring,One of the best things created by mankind a master piece among masterpieces the combat the atmosphere the lore the fits the map and the bosses everything is so well done only downside would be that there isn't much talking in the game it's 99 percent fighting and it doesn't hold your hand like ubisoft so you gotta figure out where to go by yourself for me thats a plus but for casual gamers it might be a little too much. All said absolute masterpiece fromsoftware only drops bangers,combat;atmosphere;lore;map;bosses;difficulty;exploration
413150_219593395,Stardew Valley,"Started playing when ill in bed for a week and immediately became obsessed. It's such a chill game, and you have mostly free reign over what to do but with enough quests and lore so that it doesn't become boring over several hours of play. i also really enjoy the seasons mechanic and how it actually plays a part in the game, for example what plants have to be planted and when or certain activities/cutscenes that can only be seen in certain weather.",relaxation;freedom;quests;lore;seasonal_mechanics;replayability
413150_220830937,Stardew Valley,"I played this game many years ago (pirated), loved it. Its so peaceful and a perfect way to relax. Of course i bought it when i had the means to. Love the developer and love this game.",relaxation;value;developer_support
1237970_209818411,Titanfall 2,I'm a latecomer because I didn't know how dope this game was. The voice acting and story is on point for the regular campaign and the PVP is pretty challenging without being overwhelming or cheesy. I appreciate the developers still maintaining the game and providing updates and stability.,voice_acting;story;campaign;pvp;difficulty;developer_support;stability
1245620_218559856,Elden Ring,"This was my first souls like game and althought it is quite a difficult game, it is an experience everyone should feel once. Everything was perfect!!",difficulty;first_time_experience;recommendation
1245620_225393242,Elden Ring,"Fantastic game, much more players than DS3 or DS1R, can find opponents in seconds. Can not wait for a second game, PRAISE THE SUN",multiplayer;player_population;pvp;sequel_expectation
